pdf_name,run_idx,group,overall_score_100,overall_score_10,quality_score_100,coverage_score_100,avg_signal_score_0to5,total_items,signal_count,good_items,positive_items,pool_size,source_pdf,parsed_json,result_json,general_score_100,general_score_10,general_quality_score_100,general_coverage_score_100,general_signal_count,proposed_research_score_100,proposed_research_score_10,proposed_research_quality_score_100,proposed_research_coverage_score_100,proposed_research_signal_count,training_development_score_100,training_development_score_10,training_development_quality_score_100,training_development_coverage_score_100,training_development_signal_count,sites_support_score_100,sites_support_score_10,sites_support_quality_score_100,sites_support_coverage_score_100,sites_support_signal_count,wpcc_score_100,wpcc_score_10,wpcc_quality_score_100,wpcc_coverage_score_100,wpcc_signal_count,application_form_score_100,application_form_score_10,application_form_quality_score_100,application_form_coverage_score_100,application_form_signal_count
IC00091_AF_Postdoctoral.pdf,2,same_pdf,84.8,8.48,84.8,96.55,4.2768,31,112,28,28,104,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00091_AF_Postdoctoral.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00091_AF_Postdoctoral.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00091_AF_Postdoctoral_run_02\IC00091_AF_Postdoctoral_same_pdf_IC00091_AF_Postdoctoral_run_02_scored.json,90.0,9.0,90.0,100.0,23,88.3,8.83,88.3,100.0,32,80.0,8.0,80.0,100.0,12,93.8,9.38,93.8,100.0,16,76.7,7.67,76.7,83.33,18,80.0,8.0,80.0,100.0,11
IC00091_AF_Postdoctoral.pdf,3,same_pdf,88.7,8.87,88.7,96.55,4.4107,31,112,27,28,104,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00091_AF_Postdoctoral.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00091_AF_Postdoctoral.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00091_AF_Postdoctoral_run_03\IC00091_AF_Postdoctoral_same_pdf_IC00091_AF_Postdoctoral_run_03_scored.json,87.0,8.7,87.0,100.0,23,93.3,9.33,93.3,100.0,32,100.0,10.0,100.0,100.0,12,92.5,9.25,92.5,100.0,16,74.4,7.44,74.4,83.33,18,85.0,8.5,85.0,100.0,11
IC00157_ACAF_Postdoctoral.pdf,1,same_pdf,79.1,7.91,79.1,89.66,4.0179,31,112,25,26,108,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00157_ACAF_Postdoctoral.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00157_ACAF_Postdoctoral.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00157_ACAF_Postdoctoral_run_01\IC00157_ACAF_Postdoctoral_same_pdf_IC00157_ACAF_Postdoctoral_run_01_scored.json,90.0,9.0,90.0,100.0,23,84.2,8.42,84.2,100.0,32,86.7,8.67,86.7,100.0,12,83.8,8.38,83.8,100.0,16,50.0,5.0,50.0,50.0,18,80.0,8.0,80.0,100.0,11
IC00157_ACAF_Postdoctoral.pdf,2,same_pdf,82.0,8.2,82.0,96.55,4.1071,31,112,24,28,108,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00157_ACAF_Postdoctoral.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00157_ACAF_Postdoctoral.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00157_ACAF_Postdoctoral_run_02\IC00157_ACAF_Postdoctoral_same_pdf_IC00157_ACAF_Postdoctoral_run_02_scored.json,84.0,8.4,84.0,100.0,23,84.2,8.42,84.2,100.0,32,80.0,8.0,80.0,100.0,12,83.8,8.38,83.8,100.0,16,66.7,6.67,66.7,83.33,18,93.3,9.33,93.3,100.0,11
IC00157_ACAF_Postdoctoral.pdf,3,same_pdf,83.5,8.35,83.5,89.66,4.125,31,112,25,26,108,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00157_ACAF_Postdoctoral.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00157_ACAF_Postdoctoral.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00157_ACAF_Postdoctoral_run_03\IC00157_ACAF_Postdoctoral_same_pdf_IC00157_ACAF_Postdoctoral_run_03_scored.json,87.0,8.7,87.0,100.0,23,85.0,8.5,85.0,100.0,32,86.7,8.67,86.7,100.0,12,93.8,9.38,93.8,100.0,16,50.0,5.0,50.0,50.0,18,98.3,9.83,98.3,100.0,11
IC00159_RfPB.pdf,1,same_pdf,77.6,7.76,77.6,85.19,3.2411,31,112,19,23,93,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00159_RfPB.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00159_RfPB.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00159_RfPB_run_01\IC00159_RfPB_same_pdf_IC00159_RfPB_run_01_scored.json,76.1,7.61,76.1,100.0,23,81.7,8.17,81.7,100.0,32,0.0,0.0,0.0,0.0,12,67.5,6.75,67.5,100.0,16,77.8,7.78,77.8,83.33,18,85.0,8.5,85.0,100.0,11
IC00159_RfPB.pdf,2,same_pdf,78.8,7.88,78.8,85.19,3.3839,31,112,19,23,93,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00159_RfPB.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00159_RfPB.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00159_RfPB_run_02\IC00159_RfPB_same_pdf_IC00159_RfPB_run_02_scored.json,73.3,7.33,73.3,100.0,23,90.0,9.0,90.0,100.0,32,0.0,0.0,0.0,0.0,12,70.0,7.0,70.0,100.0,16,77.8,7.78,77.8,83.33,18,82.8,8.28,82.8,100.0,11
IC00159_RfPB.pdf,3,same_pdf,75.7,7.57,75.7,85.19,3.2679,31,112,17,23,93,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00159_RfPB.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00159_RfPB.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00159_RfPB_run_03\IC00159_RfPB_same_pdf_IC00159_RfPB_run_03_scored.json,64.4,6.44,64.4,100.0,23,90.0,9.0,90.0,100.0,32,0.0,0.0,0.0,0.0,12,75.0,7.5,75.0,100.0,16,71.1,7.11,71.1,83.33,18,77.8,7.78,77.8,100.0,11
IC00458_RfPB.pdf,1,same_pdf,48.2,4.82,48.2,79.31,2.4911,31,112,15,23,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00458_RfPB.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00458_RfPB.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00458_RfPB_run_01\IC00458_RfPB_same_pdf_IC00458_RfPB_run_01_scored.json,13.3,1.33,13.3,80.0,23,89.4,8.94,89.4,100.0,32,0.0,0.0,0.0,0.0,12,13.8,1.38,13.8,50.0,16,83.3,8.33,83.3,100.0,18,89.4,8.94,89.4,100.0,11
IC00458_RfPB.pdf,2,same_pdf,47.5,4.75,47.5,75.86,2.4554,31,112,15,22,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00458_RfPB.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00458_RfPB.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00458_RfPB_run_02\IC00458_RfPB_same_pdf_IC00458_RfPB_run_02_scored.json,9.7,0.97,9.7,80.0,23,89.4,8.94,89.4,100.0,32,0.0,0.0,0.0,0.0,12,7.5,0.75,7.5,25.0,16,88.9,8.89,88.9,100.0,18,89.4,8.94,89.4,100.0,11
IC00458_RfPB.pdf,3,same_pdf,47.5,4.75,47.5,75.86,2.4554,31,112,15,22,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00458_RfPB.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00458_RfPB.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00458_RfPB_run_03\IC00458_RfPB_same_pdf_IC00458_RfPB_run_03_scored.json,12.3,1.23,12.3,60.0,23,89.4,8.94,89.4,100.0,32,0.0,0.0,0.0,0.0,12,8.8,0.88,8.8,50.0,16,83.3,8.33,83.3,100.0,18,91.1,9.11,91.1,100.0,11
IC00464_after.pdf,1,same_pdf,81.7,8.17,81.7,96.55,4.2321,31,112,23,28,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00464_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00464_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00464_after_run_01\IC00464_after_same_pdf_IC00464_after_run_01_scored.json,73.7,7.37,73.7,80.0,23,93.8,9.38,93.8,100.0,32,60.0,6.0,60.0,100.0,12,83.8,8.38,83.8,100.0,16,95.5,9.55,95.5,100.0,18,83.3,8.33,83.3,100.0,11
IC00464_after.pdf,2,same_pdf,83.4,8.34,83.4,100.0,4.2768,31,112,25,29,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00464_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00464_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00464_after_run_02\IC00464_after_same_pdf_IC00464_after_run_02_scored.json,72.0,7.2,72.0,100.0,23,91.2,9.12,91.2,100.0,32,66.7,6.67,66.7,100.0,12,83.8,8.38,83.8,100.0,16,96.7,9.67,96.7,100.0,18,90.0,9.0,90.0,100.0,11
IC00464_after.pdf,3,same_pdf,87.1,8.71,87.1,100.0,4.3661,31,112,25,29,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00464_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00464_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00464_after_run_03\IC00464_after_same_pdf_IC00464_after_run_03_scored.json,79.0,7.9,79.0,100.0,23,92.9,9.29,92.9,100.0,32,75.0,7.5,75.0,100.0,12,90.0,9.0,90.0,100.0,16,95.5,9.55,95.5,100.0,18,90.0,9.0,90.0,100.0,11
IC00494_after.pdf,1,same_pdf,58.6,5.86,58.6,86.21,2.9464,31,112,16,25,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00494_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00494_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00494_after_run_01\IC00494_after_same_pdf_IC00494_after_run_01_scored.json,17.0,1.7,17.0,60.0,23,91.9,9.19,91.9,100.0,32,5.0,0.5,5.0,33.33,12,62.5,6.25,62.5,100.0,16,85.5,8.55,85.5,100.0,18,89.4,8.94,89.4,100.0,11
IC00494_after.pdf,2,same_pdf,59.5,5.95,59.5,89.66,3.0179,31,112,16,26,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00494_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00494_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00494_after_run_02\IC00494_after_same_pdf_IC00494_after_run_02_scored.json,16.0,1.6,16.0,60.0,23,91.9,9.19,91.9,100.0,32,18.3,1.83,18.3,66.67,12,62.5,6.25,62.5,100.0,16,83.3,8.33,83.3,100.0,18,85.0,8.5,85.0,100.0,11
IC00494_after.pdf,3,same_pdf,56.7,5.67,56.7,79.31,2.8839,31,112,16,23,22,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00494_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00494_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00494_after_run_03\IC00494_after_same_pdf_IC00494_after_run_03_scored.json,16.3,1.63,16.3,40.0,23,91.9,9.19,91.9,100.0,32,0.0,0.0,0.0,0.0,12,62.5,6.25,62.5,100.0,16,84.4,8.44,84.4,100.0,18,85.0,8.5,85.0,100.0,11
IC00527_after.pdf,1,same_pdf,83.3,8.33,83.3,100.0,4.1518,31,112,24,29,17,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00527_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00527_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00527_after_run_01\IC00527_after_same_pdf_IC00527_after_run_01_scored.json,84.0,8.4,84.0,100.0,23,88.8,8.88,88.8,100.0,32,78.3,7.83,78.3,100.0,12,75.0,7.5,75.0,100.0,16,86.7,8.67,86.7,100.0,18,86.7,8.67,86.7,100.0,11
IC00527_after.pdf,2,same_pdf,83.6,8.36,83.6,100.0,4.1964,31,112,24,29,17,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00527_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00527_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00527_after_run_02\IC00527_after_same_pdf_IC00527_after_run_02_scored.json,86.0,8.6,86.0,100.0,23,86.5,8.65,86.5,100.0,32,75.0,7.5,75.0,100.0,12,78.8,7.88,78.8,100.0,16,91.1,9.11,91.1,100.0,18,84.4,8.44,84.4,100.0,11
IC00527_after.pdf,3,same_pdf,82.8,8.28,82.8,96.55,4.1696,31,112,24,28,17,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\data\reliability\IC00527_after.pdf,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\parsed_cache\IC00527_after.json,d:\MSc_AI\SWE_group_project\nlp_grant_coursework\experiments\results\reliability_results\same_pdf_IC00527_after_run_03\IC00527_after_same_pdf_IC00527_after_run_03_scored.json,83.0,8.3,83.0,100.0,23,91.5,9.15,91.5,100.0,32,75.0,7.5,75.0,100.0,12,71.2,7.12,71.2,75.0,16,86.7,8.67,86.7,100.0,18,89.4,8.94,89.4,100.0,11
